Match type,Search term,Added/Excluded,Campaign,Ad group,Clicks,Impressions,CTR,Avg. CPC,Cost,Avg. position,Conversions,Cost / conv.,Conv. rate,View-through conv.,Conv. value / cost (opt.),Converted clicks,Conv. (opt.),Keyword
broad,gm 1521 2802,None,GM makes,GM keywords,4,12,33.33%,0.03,0.12,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2008 pontiac g8 alternator for sale,None,GM makes,Pontiac keywords,1,1,100.00%,0.29,0.29,6.0,0,0.00,0.00%,0,0.0,0,0,pontiac g8 parts
broad,new power steering pump for 2005 impala,None,GM makes,Chevy keywords,1,1,100.00%,0.21,0.21,10.0,0,0.00,0.00%,0,0.0,0,0,chevy impala parts
broad,kit de clutch para pontiac vive gt 2002,None,GM makes,Pontiac keywords,1,1,100.00%,0.30,0.30,6.0,0,0.00,0.00%,0,0.0,0,0,pontiac vibe parts
phrase,88 gmc parts,None,GM makes,GMC keywords,0,2,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,"""gmc parts"""
broad,1999 saturn sl1 parts,None,Saturn,previous keywords,0,4,0.00%,0.00,0.00,2.8,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,chevy caprice parts catalog,None,GM makes,Chevy keywords,1,3,33.33%,0.13,0.13,3.7,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,2008 chevy suburban licence plate light and back up camera cover,None,GM makes,Chevy keywords,1,1,100.00%,0.27,0.27,4.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,partes usadas para trocas chevrolet en charlotte nc,None,GM makes,Chevy keywords,1,1,100.00%,0.21,0.21,10.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,97 chevy cavalier oem side skirts,None,GM makes,Chevy keywords,2,1,200.00%,0.06,0.12,3.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,2013 silverado hd rear wheel bearing,None,GM makes,GM keywords,1,2,50.00%,0.25,0.25,3.5,2,0.12,200.00%,0,590.12,1,2,gm parts
broad,gm 15125142,None,GM makes,GM keywords,1,2,50.00%,0.06,0.06,1.5,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm catalytic converter,None,GM makes,GM keywords,0,17,0.00%,0.00,0.00,3.5,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2004 chevy silverado parts,None,GM makes,GMC keywords,1,3,33.33%,0.30,0.30,9.3,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,gm 15154261,None,GM makes,GM keywords,1,1,100.00%,0.22,0.22,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad (session-based),pull a part,None,GM makes,GMC keywords,1,1,100.00%,0.44,0.44,3.0,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,1998 chevy suburban lower quarter panels,None,GM makes,Chevy keywords,1,1,100.00%,0.32,0.32,4.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,15023224 gm,None,GM makes,GM keywords,1,2,50.00%,0.17,0.17,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
exact (close variant),gm part numbers,Added,GM makes,GM keywords,0,1,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,"gm ""part number"""
broad,2001 saturn lw300 engine,None,Saturn,previous keywords,1,1,100.00%,0.25,0.25,4.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,2004 pontiac gto parts,None,GM makes,Pontiac keywords,1,1,100.00%,0.23,0.23,5.0,0,0.00,0.00%,0,0.0,0,0,+pontiac +parts
phrase,classic pontiac parts,None,GM makes,Pontiac keywords,0,20,0.00%,0.00,0.00,3.6,0,0.00,0.00%,0,0.0,0,0,+pontiac +parts
broad,gm replacement wiper for 2005 vibe,None,GM makes,GM keywords,1,1,100.00%,0.29,0.29,5.0,0,0.00,0.00%,0,0.0,0,0,genuine gm parts
broad,ignition key for a 2004 gm daewoo,None,GM makes,GM keywords,1,1,100.00%,0.34,0.34,5.0,0,0.00,0.00%,0,0.0,0,0,gm replacement parts
broad,pontiac g6 throttle body,None,GM makes,Pontiac keywords,0,1,0.00%,0.00,0.00,6.0,0,0.00,0.00%,0,0.0,0,0,pontiac g8 parts
broad,stainless steel headlight switch controller knob trim cover for chevrolet cruze,None,GM makes,Chevy keywords,1,6,16.67%,0.15,0.15,2.2,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,gm 1595864 1605396,None,GM makes,GM keywords,1,1,100.00%,0.08,0.08,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,1996 chevrolet truck oem fuel pump,None,GM makes,GM keywords,1,1,100.00%,0.29,0.29,5.0,0,0.00,0.00%,0,0.0,0,0,gm oem parts
broad (session-based),2008 acadia seat airbag sensor,None,GM makes,GMC keywords,1,1,100.00%,0.32,0.32,1.0,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,2003 saturn ion door lock cylinder,None,Saturn,previous keywords,0,1,0.00%,0.00,0.00,2.0,0,0.00,0.00%,0,0.0,0,0,saturn ion parts
broad,chevy stepper motor,None,GM makes,Chevy keywords,0,5,0.00%,0.00,0.00,3.4,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,2007 hhr rear bumper absorber,None,GM makes,Chevy keywords,1,1,100.00%,0.19,0.19,4.0,2,0.10,200.00%,0,509.68,1,2,chevrolet parts
broad,1996 chevy suburban window master controls,None,GM makes,Chevy keywords,1,1,100.00%,0.32,0.32,4.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,gm 22997454,None,GM makes,GM keywords,1,2,50.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,parts for 2001 gmc yukon denalie,None,GM makes,GMC keywords,1,1,100.00%,0.33,0.33,7.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,silverado seat replacement,None,GM makes,GM keywords,0,18,0.00%,0.00,0.00,3.9,0,0.00,0.00%,0,0.0,0,0,gm replacement parts
broad,2005 chevy suburban,None,GM makes,Chevy keywords,0,16,0.00%,0.00,0.00,4.1,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,water pump 2001 chevy tahoe,None,GM makes,Chevy keywords,0,1,0.00%,0.00,0.00,6.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
phrase,general motors blade 15276259,None,GM makes,GM keywords,1,3,33.33%,0.21,0.21,2.3,0,0.00,0.00%,0,0.0,0,0,+general +motors
broad,gm 735345,None,GM makes,GM keywords,1,1,100.00%,0.24,0.24,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm part 10446063,None,GM makes,GMC keywords,1,1,100.00%,0.30,0.30,5.0,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,2006 chevy silverado 1500 pillars,None,GM makes,Chevy keywords,1,1,100.00%,0.16,0.16,1.0,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,2007 saturn outlook parts,None,Saturn,previous keywords,1,2,50.00%,0.31,0.31,2.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,gm parts direct,None,GM makes,GMC keywords,1,18,5.56%,0.30,0.30,7.5,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,saturn bumper bolts,None,Saturn,previous keywords,1,1,100.00%,0.34,0.34,3.0,0,0.00,0.00%,0,0.0,0,0,saturn car parts
broad,body parts for a 2003 chevy silverado 1500hd,None,GM makes,Chevy keywords,2,4,50.00%,0.24,0.48,7.5,0,0.00,0.00%,0,0.0,0,0,chevy body parts
broad,2002 avalanche oem brake cables,None,GM makes,Chevy keywords,1,2,50.00%,0.27,0.27,2.0,0,0.00,0.00%,0,0.0,0,0,chevy avalanche parts
broad,steering coupling 64 impala,None,GM makes,Chevy keywords,1,1,100.00%,0.21,0.21,5.0,0,0.00,0.00%,0,0.0,0,0,chevy impala parts
broad,saturn horn replacement,None,Saturn,previous keywords,0,1,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,gm 19103096,None,GM makes,GM keywords,1,1,100.00%,0.04,0.04,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2006 pontiac g6 front door,None,GM makes,Pontiac keywords,1,1,100.00%,0.25,0.25,6.0,0,0.00,0.00%,0,0.0,0,0,pontiac g8 parts
broad,2003 buick lesabre parts,None,GM makes,GM keywords,2,2,100.00%,0.22,0.44,5.0,0,0.00,0.00%,0,0.0,0,0,gm part
broad,2005 pontiac vibe radio,None,GM makes,Pontiac keywords,0,3,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,pontiac vibe parts
broad,2003chevy trailblazer parts,None,GM makes,Chevy keywords,0,1,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,parts for 2005 gmc sierra,None,GM makes,GMC keywords,1,2,50.00%,0.28,0.28,6.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,gm performance 19328628 shaft asm prop,None,GM makes,GM keywords,1,1,100.00%,0.17,0.17,3.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm power seat switch,None,GM makes,GM keywords,1,7,14.29%,0.19,0.19,3.3,0,0.00,0.00%,0,0.0,0,0,gm parts
phrase,2001 gmc parts tailgate,None,GM makes,GMC keywords,1,3,33.33%,0.39,0.39,7.0,0,0.00,0.00%,0,0.0,0,0,"""gmc parts"""
broad,new gm catalytic converter 2001cavalier,None,GM makes,GM keywords,1,3,33.33%,0.12,0.12,2.3,0,0.00,0.00%,0,0.0,0,0,general motors
broad,rock auto parts,None,GM makes,GM keywords,0,8,0.00%,0.00,0.00,9.0,0,0.00,0.00%,0,0.0,0,0,gm auto parts
broad,pontiac grand am interior parts,None,GM makes,Pontiac keywords,2,2,100.00%,0.25,0.50,3.5,0,0.00,0.00%,0,0.0,0,0,+pontiac +parts
phrase,2002 yukon denali parts,None,GM makes,GMC keywords,0,3,0.00%,0.00,0.00,3.7,0,0.00,0.00%,0,0.0,0,0,+denali +parts
broad,caprice hood,None,GM makes,Chevy keywords,1,1,100.00%,0.17,0.17,4.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,gm wiring harness p n 19257636,None,GM makes,GM keywords,1,2,50.00%,0.05,0.05,3.0,0,0.00,0.00%,0,0.0,0,0,"gm ""part number"""
broad,2008 chevy door fob,None,GM makes,Chevy keywords,1,1,100.00%,0.17,0.17,6.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,exhaust collector 2004 saturn ion,None,Saturn,previous keywords,1,2,50.00%,0.30,0.30,2.0,0,0.00,0.00%,0,0.0,0,0,saturn ion parts
broad,2006 saturn vue sun visor,None,Saturn,previous keywords,0,4,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,saturn vue parts
phrase,original gmc parts,None,GM makes,GMC keywords,0,1,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,"""gmc parts"""
phrase,08 saturn parts,None,Saturn,previous keywords,0,1,0.00%,0.00,0.00,2.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,2008 gmc acadia pcv valve,None,GM makes,GMC keywords,0,2,0.00%,0.00,0.00,3.5,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,2004 chevrolet 2500hd allison shift linkage,None,GM makes,Chevy keywords,1,1,100.00%,0.22,0.22,4.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,2000 saturn spare tire,None,Saturn,previous keywords,0,1,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,saturn replacement parts
broad,2008 chevrolet hhr accessories,None,GM makes,GM keywords,1,1,100.00%,0.23,0.23,10.0,0,0.00,0.00%,0,0.0,0,0,gm parts
broad,saturn aut0 parts,None,Saturn,previous keywords,1,1,100.00%,0.34,0.34,3.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,gm 11609746,None,GM makes,GM keywords,1,2,50.00%,0.08,0.08,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2011 chevy equinox accessories,None,GM makes,Chevy keywords,1,1,100.00%,0.30,0.30,9.0,0,0.00,0.00%,0,0.0,0,0,chevy equinox parts
broad,chevy serpentine belt kit,None,GM makes,GM keywords,1,3,33.33%,0.25,0.25,5.3,0,0.00,0.00%,0,0.0,0,0,gm parts
broad,2001 gmc jimmy ebcm part number,None,GM makes,GMC keywords,1,3,33.33%,0.06,0.06,4.3,0,0.00,0.00%,0,0.0,0,0,gmc part number
broad,pontiac g6 windshield washer nozzle,None,GM makes,Pontiac keywords,0,3,0.00%,0.00,0.00,7.7,0,0.00,0.00%,0,0.0,0,0,pontiac g8 parts
broad,gm factory navigation,None,GM makes,GM keywords,0,2,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,genuine gm parts
broad,gm 16521527,None,GM makes,GM keywords,1,2,50.00%,0.09,0.09,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
phrase,2011 gmc acadia parts,None,GM makes,GMC keywords,1,5,20.00%,0.44,0.44,4.8,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,gm 26034673,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2002 avalanche abs module oem,None,GM makes,Chevy keywords,1,1,100.00%,0.24,0.24,2.0,0,0.00,0.00%,0,0.0,0,0,chevy avalanche parts
broad,seats for a 2004 chevy avalance,None,GM makes,Chevy keywords,1,1,100.00%,0.18,0.18,7.0,0,0.00,0.00%,0,0.0,0,0,chevy avalanche parts
broad,2000 trans am ebcm part number,None,GM makes,Pontiac keywords,2,3,66.67%,0.07,0.14,2.7,0,0.00,0.00%,0,0.0,0,0,pontiac part numbers
broad (session-based),2008 gmc acadia,None,GM makes,GMC keywords,1,2,50.00%,0.43,0.43,2.5,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,2004 gmc canyon parts manual,None,GM makes,GMC keywords,1,2,50.00%,0.23,0.23,4.5,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,2007 saturn vue wheel bearings with abs,None,Saturn,previous keywords,1,3,33.33%,0.37,0.37,1.3,0,0.00,0.00%,0,0.0,0,0,saturn vue parts
broad,gm connectors,None,GM makes,GM keywords,1,14,7.14%,0.21,0.21,3.2,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm wiring harness,None,GM makes,GM keywords,1,47,2.13%,0.25,0.25,3.5,0,0.00,0.00%,0,0.0,0,0,general motors
exact,saturn part numbers,Added,Saturn,previous keywords,0,3,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,saturn part numbers
phrase,pontiac parts for sale,None,GM makes,Pontiac keywords,2,7,28.57%,0.24,0.49,2.3,0,0.00,0.00%,0,0.0,0,0,+pontiac +parts
broad,parts for 2014 chevy silverado,None,GM makes,Chevy keywords,1,1,100.00%,0.19,0.19,5.0,0,0.00,0.00%,0,0.0,0,0,+chevy +silverado +parts
broad,gm 15199810,None,GM makes,GM keywords,1,1,100.00%,0.04,0.04,3.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,front left corner suburban parts,None,GM makes,Chevy keywords,1,1,100.00%,0.27,0.27,1.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,turbo parts for saturn,None,Saturn,previous keywords,1,1,100.00%,0.31,0.31,1.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,03 silverado dash bezel,None,GM makes,Chevy keywords,1,4,25.00%,0.05,0.05,2.3,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,radiator 2001 saturn sc2 base 1.9 l 2001 saturn sc2 base coupe 3 door 1.9 l 116cu in l4 gas dohc naturally aspirated car & truck,None,Saturn,previous keywords,1,1,100.00%,0.26,0.26,6.0,0,0.00,0.00%,0,0.0,0,0,saturn car parts
broad,saturn ion rear bumper cover,None,Saturn,previous keywords,1,1,100.00%,0.27,0.27,3.0,0,0.00,0.00%,0,0.0,0,0,saturn replacement parts
broad,2008 gmc tahoe denali factory wheels,None,GM makes,GMC keywords,1,3,33.33%,0.31,0.31,3.3,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,oem strut 1997 saturn sl 1,None,Saturn,previous keywords,1,1,100.00%,0.25,0.25,5.0,0,0.00,0.00%,0,0.0,0,0,oem saturn parts
phrase,keystone gmc parts,None,GM makes,GMC keywords,1,1,100.00%,0.12,0.12,1.0,0,0.00,0.00%,0,0.0,0,0,"""gmc parts"""
broad,gm 15932238,None,GM makes,GM keywords,1,2,50.00%,0.19,0.19,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2000 gmc jimmy parts,None,GM makes,GMC keywords,0,9,0.00%,0.00,0.00,5.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,2004 gmc canyon parts,None,GM makes,GMC keywords,0,9,0.00%,0.00,0.00,5.1,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,2001 chevy suburban water pump hose reservoir tank,None,GM makes,Chevy keywords,1,1,100.00%,0.35,0.35,3.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,saturn ignition control module,None,Saturn,previous keywords,3,11,27.27%,0.22,0.66,3.3,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,gm 30114119,None,GM makes,GM keywords,1,2,50.00%,0.04,0.04,1.5,0,0.00,0.00%,0,0.0,0,0,general motors
broad,original 2003 chevy suburban lights,None,GM makes,Chevy keywords,1,3,33.33%,0.22,0.22,4.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,2000 pontiac montana parts diagram,None,GM makes,Pontiac keywords,1,3,33.33%,0.20,0.20,4.3,0,0.00,0.00%,0,0.0,0,0,+pontiac +parts
broad,www gmc com parts accessories,None,GM makes,GMC keywords,1,2,50.00%,0.32,0.32,2.5,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
exact,saturn part,Added,Saturn,previous keywords,0,3,0.00%,0.00,0.00,1.7,0,0.00,0.00%,0,0.0,0,0,"""Saturn part"""
phrase,2011 acadia denali parts,None,GM makes,GMC keywords,0,2,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,+denali +parts
broad,2014 chevrolet malibu accessories,None,GM makes,GM keywords,0,1,0.00%,0.00,0.00,9.0,0,0.00,0.00%,0,0.0,0,0,gm parts
broad,valve body for 2003 saturn vue,None,Saturn,previous keywords,1,1,100.00%,0.43,0.43,3.0,0,0.00,0.00%,0,0.0,0,0,saturn vue parts
broad,chevi tho 1999 accessories,None,GM makes,Chevy keywords,1,1,100.00%,0.28,0.28,4.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,saturn aura hood,None,Saturn,previous keywords,0,2,0.00%,0.00,0.00,1.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,2008 equinox parts,None,GM makes,Chevy keywords,0,4,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,chevy equinox parts
broad,saturn sc2 sc1 driver side headlight,None,Saturn,previous keywords,1,2,50.00%,0.20,0.20,1.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
phrase,general motors buick 19889 cup holder,None,GM makes,GM keywords,1,2,50.00%,0.20,0.20,6.5,0,0.00,0.00%,0,0.0,0,0,+general +motors
broad,2006 chevy silverado driver door armrest,None,GM makes,Chevy keywords,1,1,100.00%,0.20,0.20,6.0,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,rear door window saturn ion,None,Saturn,previous keywords,1,1,100.00%,0.21,0.21,2.0,0,0.00,0.00%,0,0.0,0,0,saturn ion parts
broad (session-based),gm 185746427,None,GM makes,GM keywords,1,2,50.00%,0.17,0.17,2.0,0,0.00,0.00%,0,0.0,0,0,gm part
broad,gmc seat parts,None,GM makes,GMC keywords,0,1,0.00%,0.00,0.00,3.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,chevrolet suburban accessories,None,GM makes,Chevy keywords,0,2,0.00%,0.00,0.00,4.5,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,chevy cruze parts catalog,None,GM makes,Chevy keywords,0,4,0.00%,0.00,0.00,7.3,0,0.00,0.00%,0,0.0,0,0,+chevy +parts +catalog
broad,crossmember for 2005 chevy avalanche 1500,None,GM makes,Chevy keywords,1,1,100.00%,0.17,0.17,6.0,0,0.00,0.00%,0,0.0,0,0,chevy avalanche parts
broad,03 chevy blazer parking parts diagram,None,GM makes,Chevy keywords,1,1,100.00%,0.10,0.10,7.0,0,0.00,0.00%,0,0.0,0,0,chevy auto parts
broad,chevy colorado extended cab rear jack storage cover,None,GM makes,Chevy keywords,1,1,100.00%,0.28,0.28,3.0,0,0.00,0.00%,0,0.0,0,0,chevy colorado parts
phrase,saturn parts com,None,Saturn,previous keywords,1,1,100.00%,0.31,0.31,4.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,chevy optra passenger door locks car & truck parts,None,GM makes,Chevy keywords,1,1,100.00%,0.16,0.16,7.0,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,gmc yukon oem brake pads,None,GM makes,GMC keywords,1,1,100.00%,0.31,0.31,4.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,gm replacement engines,None,GM makes,GM keywords,0,4,0.00%,0.00,0.00,5.0,0,0.00,0.00%,0,0.0,0,0,genuine gm parts
broad,15283253 gm,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2009 gmc 2500hd desel parts and assc,None,GM makes,GMC keywords,1,2,50.00%,0.18,0.18,2.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,upgrades pontiac vibe,None,GM makes,Pontiac keywords,1,1,100.00%,0.28,0.28,4.0,0,0.00,0.00%,0,0.0,0,0,pontiac vibe parts
broad,12576451 gm,None,GM makes,GM keywords,1,1,100.00%,0.16,0.16,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm 20990095,None,GM makes,GM keywords,0,2,0.00%,0.00,0.00,4.5,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gmc yukon accessories,None,GM makes,GMC keywords,0,2,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
phrase,gmc parts dealers in west palm beach,None,GM makes,GMC keywords,1,3,33.33%,0.40,0.40,3.3,0,0.00,0.00%,0,0.0,0,0,"""gmc parts"""
broad,gm splash guards,None,GM makes,GM keywords,2,10,20.00%,0.22,0.44,3.6,2,0.22,100.00%,0,90.91,1,2,general motors
broad (session-based),auto parts,None,GM makes,Chevy keywords,1,28,3.57%,0.21,0.21,9.1,0,0.00,0.00%,0,0.0,0,0,chevy auto parts
broad,saturn dome light assembly,None,Saturn,previous keywords,1,2,50.00%,0.21,0.21,3.5,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,gm 1000544,None,GM makes,GM keywords,1,2,50.00%,0.04,0.04,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm part 22685918,None,GM makes,GMC keywords,1,1,100.00%,0.27,0.27,3.0,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,auto parts and accessories interior door panels chevy,None,GM makes,Chevy keywords,1,33,3.03%,0.23,0.23,8.8,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,1999 suburban accessories,None,GM makes,Chevy keywords,1,14,7.14%,0.20,0.20,3.4,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,chevrolet new parts,None,GM makes,Chevy keywords,2,1,200.00%,0.18,0.36,3.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,2009 saturn outlook roof rack factory pieces,None,Saturn,previous keywords,1,1,100.00%,0.10,0.10,2.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,saturn car parts rear view mirror,None,Saturn,previous keywords,1,1,100.00%,0.26,0.26,6.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,gm front differential,None,GM makes,GM keywords,0,5,0.00%,0.00,0.00,2.6,0,0.00,0.00%,0,0.0,0,0,general motors
broad,kits for a 1999 saturn sl1,None,Saturn,previous keywords,1,3,33.33%,0.19,0.19,1.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,pontiac gto parts for sale cincinnati ohio,None,GM makes,Pontiac keywords,1,1,100.00%,0.25,0.25,2.0,0,0.00,0.00%,0,0.0,0,0,+pontiac +parts
phrase,junk yards saturn parts,None,Saturn,previous keywords,3,5,60.00%,0.23,0.68,1.4,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,partes para trocas chevrolet,None,GM makes,Chevy keywords,0,4,0.00%,0.00,0.00,5.8,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad (session-based),20901206 gm,None,Brands + Sites,brands + sites,1,1,100.00%,0.34,0.34,1.0,2,0.17,200.00%,0,298.56,1,2,gm parts now
broad (session-based),original gmc airbag sensors for sale,None,GM makes,GMC keywords,1,1,100.00%,0.07,0.07,2.0,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,gm oil filter cap replacement 2.4 l,None,GM makes,GM keywords,1,2,50.00%,0.05,0.05,3.0,0,0.00,0.00%,0,0.0,0,0,gm parts
phrase,in flint michigan find gm part number 234 3002 5,None,GM makes,GM keywords,1,1,100.00%,0.09,0.09,2.0,0,0.00,0.00%,0,0.0,0,0,"gm ""part number"""
broad,gm 10 4059,None,GM makes,GM keywords,0,1,0.00%,0.00,0.00,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2004 impala ss parts,None,GM makes,Chevy keywords,1,1,100.00%,0.22,0.22,3.0,0,0.00,0.00%,0,0.0,0,0,chevy impala parts
exact (close variant),saturnparts,None,Saturn,previous keywords,1,4,25.00%,0.50,0.50,2.0,0,0.00,0.00%,0,0.0,0,0,[saturn parts]
broad,chevy jump seat,None,GM makes,Chevy keywords,1,1,100.00%,0.22,0.22,2.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,gm push retainer assortment,None,GM makes,GM keywords,1,14,7.14%,0.18,0.18,3.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad (session-based),saturn dealers,None,Saturn,previous keywords,1,1,100.00%,0.29,0.29,1.0,0,0.00,0.00%,0,0.0,0,0,saturn ion parts
broad,2004 suburban seats,None,GM makes,Chevy keywords,0,1,0.00%,0.00,0.00,2.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,pontiac g6 accessories,None,GM makes,Pontiac keywords,0,6,0.00%,0.00,0.00,5.5,0,0.00,0.00%,0,0.0,0,0,pontiac g8 parts
broad,2000 saturn sl1 valve body,None,Saturn,previous keywords,1,1,100.00%,0.19,0.19,4.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,corvette part number 3931002,None,GM makes,Chevy keywords,1,1,100.00%,0.24,0.24,5.0,0,0.00,0.00%,0,0.0,0,0,chevrolet part numbers
broad,gm block b1196914j,None,GM makes,GM keywords,1,1,100.00%,0.23,0.23,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,chevy caprice parts catalog,None,GM makes,Chevy keywords,1,4,25.00%,0.15,0.15,3.8,0,0.00,0.00%,0,0.0,0,0,chevy parts store
broad,body parts for suburban,None,GM makes,Chevy keywords,2,3,66.67%,0.21,0.42,4.7,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,gm 16252707,None,GM makes,GM keywords,1,2,50.00%,0.17,0.17,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad (session-based),lower dash panel 2007 saturn aura,None,Saturn,previous keywords,1,3,33.33%,0.16,0.16,1.0,0,0.00,0.00%,0,0.0,0,0,"saturn ""part #"""
