Match type,Search term,Added/Excluded,Campaign,Ad group,Clicks,Impressions,CTR,Avg. CPC,Cost,Avg. position,Conversions,Cost / conv.,Conv. rate,View-through conv.,Conv. value / cost (opt.),Converted clicks,Conv. (opt.),Keyword
broad,2007 envoy dinali 5.3 l motor parts,None,GM makes,GMC keywords,1,2,50.00%,0.32,0.32,3.5,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,gmc savana 3500 6.5 diesel parts,None,GM makes,GMC keywords,1,1,100.00%,0.30,0.30,9.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,parts for a 2004 gmc yucon,None,GM makes,GMC keywords,1,1,100.00%,0.33,0.33,3.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,gm catalytic converter,None,GM makes,GM keywords,6,69,8.70%,0.18,1.11,3.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2005 malibu maxx ls ground strap harness number gm 125 81176,None,GM makes,GM keywords,1,1,100.00%,0.02,0.02,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
phrase,genuine gm parts 10253391,None,GM makes,GM keywords,1,3,33.33%,0.29,0.29,2.0,0,0.00,0.00%,0,0.0,0,0,genuine gm parts
broad,8191701 gm,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm 12080860,None,GM makes,GM keywords,1,1,100.00%,0.02,0.02,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2009gmc acadia cargo replacement piece,None,GM makes,GMC keywords,1,1,100.00%,0.30,0.30,2.0,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,chevy caprice parts catalog,None,GM makes,Chevy keywords,1,2,50.00%,0.26,0.26,3.0,0,0.00,0.00%,0,0.0,0,0,+chevy +parts +catalog
broad (session-based),gm parts now,None,Saturn,previous keywords,1,1,100.00%,0.12,0.12,1.0,6,0.02,600.00%,0,356.33,1,6,saturn ion parts
broad,part number 98 gmc 1500 gauge cluster bulbs,None,GM makes,GMC keywords,2,2,100.00%,0.08,0.16,2.0,0,0.00,0.00%,0,0.0,0,0,gmc part number
broad,gmc horn parts,None,GM makes,GMC keywords,1,4,25.00%,0.30,0.30,3.3,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,cobalt parts,None,GM makes,Chevy keywords,3,11,27.27%,0.21,0.64,5.6,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,gm valve body gaskets,None,GM makes,GM keywords,1,1,100.00%,0.25,0.25,5.0,0,0.00,0.00%,0,0.0,0,0,gm parts
phrase,general motors motorsports,None,GM makes,GM keywords,1,1,100.00%,0.17,0.17,1.0,0,0.00,0.00%,0,0.0,0,0,+general +motors
broad,gm 22112178,None,GM makes,GM keywords,1,1,100.00%,0.14,0.14,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,oem c5 zo6 corvette seats,None,GM makes,Chevy keywords,1,1,100.00%,0.25,0.25,5.0,0,0.00,0.00%,0,0.0,0,0,chevrolet oem parts
broad,chevy caprice parts raider,None,GM makes,Chevy keywords,1,1,100.00%,0.22,0.22,7.0,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,2004 chevy cavalier parts,None,GM makes,Chevy keywords,1,17,5.88%,0.18,0.18,4.6,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,05 silverado oem fender flares left rear,None,GM makes,GM keywords,1,2,50.00%,0.33,0.33,3.0,0,0.00,0.00%,0,0.0,0,0,gm oem parts
broad,saturn vue performance parts,None,Saturn,previous keywords,2,8,25.00%,0.28,0.56,4.6,2,0.28,100.00%,0,428.07,1,2,+Saturn +parts
broad,94 impala battrey tray,None,GM makes,Chevy keywords,2,1,200.00%,0.15,0.30,2.0,0,0.00,0.00%,0,0.0,0,0,chevy impala parts
broad,chevy p n 157040c0rh,None,GM makes,GM keywords,1,1,100.00%,0.08,0.08,1.0,0,0.00,0.00%,0,0.0,0,0,"gm ""part number"""
broad,body parts for suburban,None,GM makes,Chevy keywords,2,5,40.00%,0.22,0.44,4.4,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,oil pan gasket for 2003 avalanche,None,GM makes,Chevy keywords,1,4,25.00%,0.23,0.23,2.0,0,0.00,0.00%,0,0.0,0,0,chevy avalanche parts
broad,2009 pontiac vibe speed sensor location,None,GM makes,Pontiac keywords,1,1,100.00%,0.39,0.39,1.0,0,0.00,0.00%,0,0.0,0,0,pontiac vibe parts
broad,doorhandlesfor2004pontiacvibe ebay motors,None,GM makes,Pontiac keywords,1,1,100.00%,0.31,0.31,4.0,0,0.00,0.00%,0,0.0,0,0,pontiac vibe parts
broad,saturn wheel cover cap,None,Saturn,previous keywords,2,2,100.00%,0.26,0.52,5.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,part number 21046277ad saturn,None,Saturn,previous keywords,1,1,100.00%,0.21,0.21,1.0,0,0.00,0.00%,0,0.0,0,0,"saturn ""part #"""
broad,wheel bearing hub assembly for a 1997 chevy suburban 4x4,None,GM makes,Chevy keywords,1,1,100.00%,0.39,0.39,7.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,97 saturn sc2 instrument cluster part number,None,Saturn,previous keywords,1,1,100.00%,0.26,0.26,1.0,0,0.00,0.00%,0,0.0,0,0,"saturn ""part #"""
broad,2005 gmc yukon parts,None,GM makes,GMC keywords,0,3,0.00%,0.00,0.00,3.7,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,gm 22714056,None,GM makes,GM keywords,1,1,100.00%,0.21,0.21,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,99 chevy truck parts,None,GM makes,Chevy keywords,1,2,50.00%,0.16,0.16,3.0,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,2008 saturn aura drivers seat parts,None,Saturn,previous keywords,1,1,100.00%,0.32,0.32,1.0,0,0.00,0.00%,0,0.0,0,0,saturn car parts
broad,1998 chevy c1500 parts,None,GM makes,Chevy keywords,1,1,100.00%,0.23,0.23,2.0,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,camshaft for 2005 pontiac g6,None,GM makes,Pontiac keywords,1,1,100.00%,0.25,0.25,5.0,0,0.00,0.00%,0,0.0,0,0,pontiac g8 parts
broad,2006 chevy kodiak 241e engine,None,GM makes,Chevy keywords,1,1,100.00%,0.05,0.05,3.0,0,0.00,0.00%,0,0.0,0,0,chevy parts
broad,2004 chevy silverado 2500hd speedometer stepper motor,None,GM makes,Chevy keywords,1,1,100.00%,0.28,0.28,9.0,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,saturn astra oem parts,None,Saturn,previous keywords,1,1,100.00%,0.29,0.29,3.0,0,0.00,0.00%,0,0.0,0,0,oem saturn parts
broad,2004 chevrolet van dash bezel,None,GM makes,Chevy keywords,1,2,50.00%,0.06,0.06,1.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,2011 gmc acadia blend door actuator,None,GM makes,GMC keywords,0,1,0.00%,0.00,0.00,2.0,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,gm 14089936,None,GM makes,GM keywords,0,7,0.00%,0.00,0.00,1.7,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2007 gmc acadia rear liftgate actuator,None,GM makes,GMC keywords,1,1,100.00%,0.34,0.34,2.0,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,gm authority com,None,GM makes,GM keywords,1,1,100.00%,0.10,0.10,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm oem parts accessories,None,GM makes,GMC keywords,1,1,100.00%,0.32,0.32,3.0,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad,95956990 gm,None,GM makes,GM keywords,1,1,100.00%,0.08,0.08,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm part 1496168,None,GM makes,GMC keywords,1,2,50.00%,0.28,0.28,4.5,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,what light number gm truck,None,GM makes,GM keywords,1,1,100.00%,0.19,0.19,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,91 chevy k1500 parts,None,GM makes,GMC keywords,1,2,50.00%,0.28,0.28,4.0,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,2001 oldsmobile aurora parts,None,GM makes,GM keywords,1,1,100.00%,0.24,0.24,4.0,0,0.00,0.00%,0,0.0,0,0,gm part
broad,gm 8655180,None,GM makes,GM keywords,1,2,50.00%,0.14,0.14,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm 13503417,None,GM makes,GM keywords,1,3,33.33%,0.22,0.22,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2007 chevy uplander rear door motor,None,GM makes,Chevy keywords,1,4,25.00%,0.09,0.09,1.3,0,0.00,0.00%,0,0.0,0,0,chevy parts
broad,gm 20903500,None,GM makes,GM keywords,1,1,100.00%,0.25,0.25,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,saturn vue electric power steering ebay motors,None,Saturn,previous keywords,1,1,100.00%,0.28,0.28,3.0,0,0.00,0.00%,0,0.0,0,0,saturn vue parts
broad,camshaft sensor 2002 chevy avelanch2500,None,GM makes,Chevy keywords,1,1,100.00%,0.22,0.22,8.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
phrase,original general motors ground effects for a ss camaro 2010,None,GM makes,GM keywords,1,1,100.00%,0.09,0.09,1.0,0,0.00,0.00%,0,0.0,0,0,+general +motors
broad,25916097 gm harness,None,GM makes,GM keywords,1,2,50.00%,0.14,0.14,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,parts saturn 03 vue,None,Saturn,previous keywords,1,3,33.33%,0.18,0.18,2.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,corvette parts for sale,None,GM makes,Chevy keywords,1,27,3.70%,0.23,0.23,7.2,0,0.00,0.00%,0,0.0,0,0,chevy auto parts
broad,2003 pontiac vibe gt catalytic converter,None,GM makes,Pontiac keywords,0,1,0.00%,0.00,0.00,8.0,0,0.00,0.00%,0,0.0,0,0,pontiac vibe parts
broad,98 gm pin bushing dealer number,None,GM makes,GM keywords,1,1,100.00%,0.22,0.22,3.0,0,0.00,0.00%,0,0.0,0,0,gm parts
broad,seat recliner handle for chevy colorado,None,GM makes,Chevy keywords,1,1,100.00%,0.41,0.41,1.0,0,0.00,0.00%,0,0.0,0,0,chevy colorado parts
exact (close variant),gm parts dept,None,GM makes,brands + sites,1,1,100.00%,0.20,0.20,4.0,0,0.00,0.00%,0,0.0,0,0,"""gm parts department"""
broad,2001 saturn sw1 chasis wire harnesss,None,Saturn,previous keywords,1,1,100.00%,0.04,0.04,2.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,2001 saturn ls2,None,Saturn,previous keywords,1,1,100.00%,0.25,0.25,2.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,interior parts suburban,None,GM makes,Chevy keywords,1,2,50.00%,0.21,0.21,2.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,2001 saturn seden front bumper,None,Saturn,previous keywords,1,2,50.00%,0.25,0.25,6.0,0,0.00,0.00%,0,0.0,0,0,saturn car parts
broad,2009 buick lacrosse parts,None,GM makes,GMC keywords,0,1,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad,chevy parts magazine,None,GM makes,GM keywords,0,2,0.00%,0.00,0.00,2.5,0,0.00,0.00%,0,0.0,0,0,gm parts catalog
broad,cam piston actuator cost saturn vue,None,Saturn,previous keywords,1,1,100.00%,0.37,0.37,2.0,0,0.00,0.00%,0,0.0,0,0,saturn vue parts
broad,saturn 2002 sl 4dsd parts,None,Saturn,previous keywords,1,1,100.00%,0.35,0.35,3.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,saturn hybrid motor,None,Saturn,previous keywords,1,2,50.00%,0.35,0.35,2.5,0,0.00,0.00%,0,0.0,0,0,saturn vue parts
broad,1999 gmc sierra parts catalog,None,GM makes,GMC keywords,1,3,33.33%,0.22,0.22,5.7,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,saturn vue body kit,None,Saturn,previous keywords,1,1,100.00%,0.39,0.39,4.0,0,0.00,0.00%,0,0.0,0,0,saturn vue parts
broad,1999 saturn sl1 parts,None,Saturn,previous keywords,1,14,7.14%,0.23,0.23,2.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,2015 yukon denali accessories,None,GM makes,GMC keywords,0,2,0.00%,0.00,0.00,6.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,saturn lw300 fuel door,None,Saturn,previous keywords,1,1,100.00%,0.26,0.26,2.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,1997 chevy silverado 1500 door panels,None,GM makes,Chevy keywords,1,1,100.00%,0.32,0.32,8.0,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,2001 saturn interior parts,None,Saturn,previous keywords,1,1,100.00%,0.18,0.18,2.0,0,0.00,0.00%,0,0.0,0,0,+Saturn +parts
broad,88 gmc truck parts,None,GM makes,GMC keywords,0,1,0.00%,0.00,0.00,5.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,2001 saturn sl2 fuel pump,None,Saturn,previous keywords,0,1,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,2007 gmc sierra stock tailgate,None,GM makes,GMC keywords,1,1,100.00%,0.09,0.09,3.0,0,0.00,0.00%,0,0.0,0,0,gmc oem parts
broad,keyless entry for gmc yukon,None,GM makes,GMC keywords,1,1,100.00%,0.16,0.16,4.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,delco radio parts,None,GM makes,GM keywords,1,1,100.00%,0.25,0.25,3.0,0,0.00,0.00%,0,0.0,0,0,gm parts
broad,gm 13327169,None,GM makes,GM keywords,1,1,100.00%,0.07,0.07,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,parts for 2014 gmc sierra,None,GM makes,GMC keywords,1,12,8.33%,0.30,0.30,4.1,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
phrase,2011 acadia denali parts,None,GM makes,GMC keywords,1,2,50.00%,0.09,0.09,3.0,0,0.00,0.00%,0,0.0,0,0,+denali +parts
broad,chevy captiva body parts,None,GM makes,GMC keywords,2,1,200.00%,0.40,0.80,2.0,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad,2006 gmc sierra denali 6 1 2 bed,None,GM makes,GMC keywords,1,1,100.00%,0.40,0.40,2.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,2014 chevrolet malibu accessories,None,GM makes,GM keywords,1,1,100.00%,0.22,0.22,11.0,0,0.00,0.00%,0,0.0,0,0,gm parts
broad,gm 191688225,None,GM makes,GM keywords,1,5,20.00%,0.12,0.12,1.2,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm 213m i tgfs 14 06 03,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm 6273991,None,GM makes,GM keywords,1,1,100.00%,0.06,0.06,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm hydroboost brake booster,None,GM makes,GM keywords,7,28,25.00%,0.22,1.52,3.6,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm parts locator,None,GM makes,GMC keywords,1,7,14.29%,0.40,0.40,7.1,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad,seats for sale 2010 gmc denali,None,GM makes,GMC keywords,1,2,50.00%,0.12,0.12,1.5,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,gm 1200419,None,GM makes,GM keywords,2,1,200.00%,0.04,0.08,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,replace thermostat 2007 gmc yukon,None,GM makes,GMC keywords,1,1,100.00%,0.40,0.40,11.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,fuel pressure regulator gmc xuv 2004,None,GM makes,GMC keywords,1,3,33.33%,0.28,0.28,5.7,0,0.00,0.00%,0,0.0,0,0,gmc envoy parts
broad,gm 90 degree v6,None,GM makes,GM keywords,1,2,50.00%,0.25,0.25,5.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2008 yukon denali heater hose replace,None,GM makes,GMC keywords,1,1,100.00%,0.40,0.40,3.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,s10 replacement seats,None,GM makes,Chevy keywords,3,13,23.08%,0.21,0.62,4.9,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,gm 3996270,None,GM makes,GM keywords,1,3,33.33%,0.02,0.02,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2001 s10 defrost vent replacement,None,GM makes,Chevy keywords,1,1,100.00%,0.01,0.01,3.0,0,0.00,0.00%,0,0.0,0,0,chevy parts
broad,chevrolet replacement parts,None,GM makes,GM keywords,1,1,100.00%,0.39,0.39,3.0,0,0.00,0.00%,0,0.0,0,0,gm parts catalog
broad,gm 1 3720932,None,GM makes,GM keywords,1,1,100.00%,0.14,0.14,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm 88975697,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,96 saturn sl2 clutch cable retention clip,None,Saturn,previous keywords,1,1,100.00%,0.23,0.23,1.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,gm 14048407,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,replacement power windows and lock for chevy 2003 silverado,None,GM makes,Chevy keywords,1,2,50.00%,0.17,0.17,3.5,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,1998 saturn clutch pedal pads,None,Saturn,previous keywords,1,1,100.00%,0.28,0.28,4.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,10437469 gm,None,GM makes,GM keywords,1,4,25.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,shoks for chevy suburban 1999,None,GM makes,Chevy keywords,1,1,100.00%,0.32,0.32,6.0,0,0.00,0.00%,0,0.0,0,0,chevy suburban parts
broad,2006 silverado rear seat audio accessories,None,GM makes,Chevy keywords,1,2,50.00%,0.26,0.26,2.0,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,saturn ignition control module,None,Saturn,previous keywords,0,13,0.00%,0.00,0.00,3.6,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,97 tahoe interior parts,None,GM makes,Chevy keywords,1,1,100.00%,0.05,0.05,2.0,0,0.00,0.00%,0,0.0,0,0,chevy parts
broad (session-based),oem part number bdsndz86972,None,GM makes,Chevy keywords,1,1,100.00%,0.16,0.16,1.0,0,0.00,0.00%,0,0.0,0,0,chevrolet part numbers
broad,2004 pontiac vibe awd,None,GM makes,Pontiac keywords,1,1,100.00%,0.40,0.40,4.0,0,0.00,0.00%,0,0.0,0,0,pontiac vibe parts
broad,chevrolet c70 dump truck,None,GM makes,Chevy keywords,1,1,100.00%,0.22,0.22,3.0,0,0.00,0.00%,0,0.0,0,0,chevrolet parts
broad,part 20938347 chevy captiva,None,GM makes,Chevy keywords,1,2,50.00%,0.18,0.18,3.0,0,0.00,0.00%,0,0.0,0,0,+chevy +parts
broad,2000 saturn motor mounts,None,Saturn,previous keywords,0,1,0.00%,0.00,0.00,4.0,0,0.00,0.00%,0,0.0,0,0,saturn parts
broad,2000 chevy silverado shifter cable,None,GM makes,Chevy keywords,0,6,0.00%,0.00,0.00,1.3,0,0.00,0.00%,0,0.0,0,0,chevy silverado parts
broad,2014 gmc sierra parts,None,GM makes,GMC keywords,1,11,9.09%,0.27,0.27,4.9,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad (session-based),2002 gmc somona glove box latch,None,GM makes,GMC keywords,1,2,50.00%,0.39,0.39,4.5,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad (session-based),replacement parts tbi 454,None,GM makes,GMC keywords,1,1,100.00%,0.31,0.31,3.0,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad,gm sensor 9601639,None,GM makes,GM keywords,1,1,100.00%,0.25,0.25,3.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad (session-based),2006 gmc yukon xl side view mirror,None,GM makes,GMC keywords,1,2,50.00%,0.18,0.18,4.0,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,chevy part 15032344,None,GM makes,GMC keywords,2,2,100.00%,0.23,0.46,4.5,2,0.23,100.00%,0,793.72,1,2,gmc part
broad,oem 07 denali air shocks,None,GM makes,GMC keywords,1,1,100.00%,0.40,0.40,2.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,gm 15712103,None,GM makes,GM keywords,1,4,25.00%,0.02,0.02,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,parts and accessories for gmc acadia,None,GM makes,GMC keywords,1,1,100.00%,0.37,0.37,7.0,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
broad,hl020080752a gm,None,GM makes,GM keywords,1,1,100.00%,0.03,0.03,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,08 gmc w4500 o2 sensor part number,None,GM makes,GM keywords,1,1,100.00%,0.12,0.12,2.0,0,0.00,0.00%,0,0.0,0,0,"gm ""part number"""
broad,replacement trim for 2003 chevy tailgate,None,GM makes,GM keywords,1,4,25.00%,0.34,0.34,5.3,0,0.00,0.00%,0,0.0,0,0,gm replacement parts
phrase,gmc parts hanford ca,None,GM makes,GMC keywords,1,1,100.00%,0.06,0.06,3.0,0,0.00,0.00%,0,0.0,0,0,"""gmc parts"""
broad,20008 gmc acadia headlight,None,GM makes,GMC keywords,1,1,100.00%,0.33,0.33,4.0,0,0.00,0.00%,0,0.0,0,0,gmc acadia parts
phrase,2005 yukon denali parts in white cars & trucks,None,GM makes,GMC keywords,1,1,100.00%,0.19,0.19,3.0,0,0.00,0.00%,0,0.0,0,0,+denali +parts
broad,parts for gmc 2500 van vandura,None,GM makes,GMC keywords,1,1,100.00%,0.24,0.24,5.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,gm captains chairs,None,GM makes,GM keywords,1,1,100.00%,0.08,0.08,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm part 19300280,None,GM makes,GMC keywords,1,1,100.00%,0.22,0.22,5.0,0,0.00,0.00%,0,0.0,0,0,gmc part
phrase,gmc part dealer in billings,None,GM makes,GMC keywords,1,1,100.00%,0.29,0.29,11.0,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,gm 15092625_02,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,2005 yukon xl denali drivers seat leather,None,GM makes,GMC keywords,1,1,100.00%,0.14,0.14,2.0,0,0.00,0.00%,0,0.0,0,0,gmc denali parts
broad,70 caprice classic parts,None,GM makes,Chevy keywords,1,1,100.00%,0.09,0.09,4.0,0,0.00,0.00%,0,0.0,0,0,chevy auto parts
broad,gm oem 85 87 camaro front bumper cover,None,GM makes,GM keywords,1,2,50.00%,0.18,0.18,4.0,0,0.00,0.00%,0,0.0,0,0,gm replacement parts
broad,oem rocker panel chevrolet 1997,None,GM makes,GM keywords,1,1,100.00%,0.31,0.31,3.0,0,0.00,0.00%,0,0.0,0,0,gm oem parts
broad,chevy interior replacement,None,GM makes,Chevy keywords,1,1,100.00%,0.01,0.01,2.0,0,0.00,0.00%,0,0.0,0,0,chevy parts
broad,2008 pontiac car parts,None,GM makes,GMC keywords,1,1,100.00%,0.35,0.35,5.0,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad,parts chevrolet equinox 2013 storage shade,None,GM makes,GM keywords,1,1,100.00%,0.40,0.40,5.0,0,0.00,0.00%,0,0.0,0,0,genuine gm parts
broad,oldsmobile parts,None,GM makes,GM keywords,3,207,1.45%,0.29,0.88,6.4,0,0.00,0.00%,0,0.0,0,0,gm auto parts
broad,gm 19172867,None,GM makes,GM keywords,1,7,14.29%,0.17,0.17,3.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,wheel wrench for gmc envoy xl 2005,None,GM makes,GMC keywords,1,1,100.00%,0.27,0.27,7.0,0,0.00,0.00%,0,0.0,0,0,gmc envoy parts
exact,gmpartsnow,Added,GM makes,GM keywords,168,344,48.84%,0.05,8.10,1.0,26,0.31,15.48%,0,122.66,11,26,gmpartsnow
broad,new gm transmissions,None,GM makes,GM keywords,6,32,18.75%,0.28,1.70,4.6,0,0.00,0.00%,0,0.0,0,0,new gm parts
broad,gm 53083010,None,GM makes,GM keywords,1,1,100.00%,0.05,0.05,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm 89045125,None,GM makes,GM keywords,1,1,100.00%,0.15,0.15,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,12562797 gm,None,GM makes,GM keywords,1,1,100.00%,0.14,0.14,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,buick parts department,None,GM makes,GMC keywords,1,21,4.76%,0.31,0.31,7.4,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad (session-based),original parts group,None,GM makes,Chevy keywords,1,12,8.33%,0.07,0.07,3.4,0,0.00,0.00%,0,0.0,0,0,chevy parts
broad,24316263 gm,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad (session-based),gm 5814480,None,GM makes,GM keywords,1,1,100.00%,0.22,0.22,1.0,0,0.00,0.00%,0,0.0,0,0,"gm ""part number"""
broad,gmc sierra auto parts,None,GM makes,GMC keywords,1,1,100.00%,0.27,0.27,5.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,gm 20846342,None,GM makes,GM keywords,2,3,66.67%,0.07,0.14,2.7,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm steering torque sensor,None,GM makes,GM keywords,1,1,100.00%,0.17,0.17,7.0,0,0.00,0.00%,0,0.0,0,0,gm parts
broad,gm 22944634,None,GM makes,GM keywords,1,3,33.33%,0.02,0.02,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,03 gmc lower dash parts,None,GM makes,GMC keywords,1,3,33.33%,0.05,0.05,1.3,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,gm switch 15883230,None,GM makes,GM keywords,1,1,100.00%,0.14,0.14,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,88 chevy k1500 parts,None,GM makes,GMC keywords,1,1,100.00%,0.11,0.11,2.0,0,0.00,0.00%,0,0.0,0,0,gmc part
broad,2004 pontiac gto parts,None,GM makes,GMC keywords,1,3,33.33%,0.35,0.35,9.3,0,0.00,0.00%,0,0.0,0,0,gmc auto parts
broad,gm 22866276,None,GM makes,GM keywords,1,1,100.00%,0.01,0.01,1.0,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm rochester cigarette lighter,None,GM makes,GM keywords,1,4,25.00%,0.19,0.19,2.5,0,0.00,0.00%,0,0.0,0,0,general motors
broad,gm pn 1394167,None,GM makes,GM keywords,1,1,100.00%,0.13,0.13,1.0,0,0.00,0.00%,0,0.0,0,0,"gm ""part number"""
broad,speaker chevrolet & gmc trucks parts vendors list,None,GM makes,GMC keywords,1,1,100.00%,0.27,0.27,5.0,0,0.00,0.00%,0,0.0,0,0,+gmc +parts
broad,khmerefunan gm,None,GM makes,GM keywords,1,3,33.33%,0.10,0.10,2.0,0,0.00,0.00%,0,0.0,0,0,general motors
